1.82975993	4.59657288
0.548452232	5.0267298
3.17109619	5.5946452
3.04202069	5.00758373
2.40427775	5.0258707
0.177834664	5.29765032
2.61428678	5.22287414
2.30097798	4.97235844
3.90779317	5.09464676
2.05670542	5.23391326
1.38133497	5.00194962
1.16074178	4.67727927
1.72818199	5.36028437
3.20360621	0.722214903
3.06192918	1.5719211
4.01714917	1.16070647
1.40260822	1.08726536
4.08164951	0.872003429
3.15273081	0.981558711
3.45186351	0.427840834
3.85384314	0.792047903
1.57449255	1.34811126
4.72372078	0.620441358
2.87961084	0.754137411
0.967913477	1.16166819
1.53178107	1.10054852
4.13835915	1.24780979
3.16109021	1.29422893
2.95177039	0.895831432
3.27844295	1.75043926
2.1270185	0.956720425
3.32648885	1.28019066
2.54371489	0.957327159
3.233947	1.08202324
4.43152976	0.540410003
3.56478625	1.11764714
4.25588482	0.906439572
4.05386581	0.532918621
3.08970176	1.08814448
2.84734459	0.267592532
3.63586049	1.12160194
1.95538864	1.32156857
2.88384005	0.804545065
3.48444387	1.13551448
3.49798412	1.10046402
2.45575934	0.789046542
3.2038001	1.02728075
3.00677254	0.625191282
1.96547974	1.2173076
2.17989333	1.30879831
2.61207029	0.990768557
3.95549912	0.83269299
3.64846482	1.62849697
4.18450011	0.453562031
3.7875723	1.45442904
3.30063655	1.28107588
3.02836363	1.35635189
3.18412176	1.41410799
4.16911897	0.205810377
3.24024211	1.14876237
3.91596068	1.01225774
2.96979716	1.01210306
1.12993856	0.770852844
2.71730799	0.486975546
3.1189017	0.694383356
2.4051802	1.11778123
2.95818429	1.01887096
1.65456309	1.18631175
2.39775807	1.24721387
2.28409305	0.64865469
2.79588724	0.995266637
3.41156277	1.1596363
3.50663521	0.738781044
3.93616029	1.46202934
3.90206657	1.27778751
2.61036396	0.880276019
4.37271861	1.02914092
3.08349136	1.19632644
2.1159935	0.7930365
2.15653404	0.403588607
2.14491101	1.13582399
1.84935524	1.02232644
4.1590816	0.617207325
2.76494499	1.43148951
3.90561153	1.16575315
2.54071672	0.983925159
4.27783068	1.1801368
3.31058167	1.03124461
2.15520661	0.806965624
3.71363659	0.458132082
3.54010186	0.864461352
1.60519991	1.1098053
1.75164337	0.688535361
3.12405123	0.678217567
2.37198785	1.42789607
2.53446019	1.21562081
3.6834465	1.22834538
3.2670134	0.320566759
3.94159139	0.82577438
3.2645514	1.3836869
4.30471138	1.10725995
2.68499376	0.353449433
3.12635184	1.2806893
2.94294356	1.02825076
3.11876541	1.33285459
2.02358978	0.447716138
3.62202931	1.28643763
2.42865879	0.864992845
2.09517296	1.14010491
5.29239452	0.36873298
2.07291709	1.16763851
0.946232083	0.245222528
2.73911908	1.10072284
6.00506534	2.72784171
6.05696411	2.94970433
6.77012767	3.21411422
5.64034678	2.69385282
5.63325403	2.99002339
6.17443157	3.29026488
7.24694794	2.96877424
5.58162906	3.33510375
5.3627205	3.14681192
4.70775773	2.78710869
7.42892098	3.4667949
6.64107248	3.05998738
6.37473652	2.56253059
7.28780324	2.75179885
6.20295231	2.67856179
5.38736041	2.26737346
5.6673103	2.96477867
6.59702155	3.07082376
7.75660559	3.15604465
6.63262745	3.14799183
5.76634959	3.14271707
5.99423154	2.75707858
6.37870407	2.65022321
5.74036233	3.10391306
4.61652442	2.79320715
5.33533999	3.03928694
5.37293912	2.81684776
5.03611162	2.92486087
5.52908677	3.33681576
6.05086942	2.80702594
5.132009	2.19812195
5.73284945	2.87738132
6.78110732	3.05676866
6.44834449	3.35299225
6.39941482	2.89756948
5.86067925	2.99577129
6.44765183	3.16560945
5.36708111	3.19502552
5.88735565	3.34615566
3.96162465	2.72025046
6.28438193	3.17360643
4.20584789	2.81647368
5.32615581	3.03314047
7.17135204	3.4122727
7.4949275	2.84018754
7.39807241	3.48487031
5.02432984	2.98683179
5.31712478	2.81741356
5.87655237	3.21661109
6.03762833	2.68303512
5.91280273	2.85631938
6.69451358	2.89056083
6.01017978	2.72401338
6.92721968	3.19960026
6.33559522	3.30864291
6.24257071	2.79179269
5.57812294	3.24766016
6.40773863	2.67554951
6.80029526	3.17579578
7.21684033	2.72896575
6.5110074	2.72731907
4.60630534	3.329458
7.65503226	2.87095628
5.50295759	2.62924634
6.63060699	3.01502301
3.45928006	2.68478445
8.20339815	2.41693495
4.95679428	2.89776297
5.37052667	2.44954813
5.69797866	2.94977132
6.27376271	2.24256036
5.05274526	2.75692163
6.88575584	2.88845269
4.1877442	2.89283463
5.97510328	3.0259191
6.09457129	2.61867975
5.72395697	3.04454219
4.37249767	3.05488217
6.29206262	2.77573856
5.14533035	4.13225692
6.5870565	3.37508345
5.78769095	3.29255127
6.72798098	3.0043983
6.64078939	2.41068839
6.23228878	2.72850902
6.21772724	2.80994633
5.78116301	3.07987787
6.62447253	2.74453743
5.19590823	3.06972937
5.87177181	3.2551773
5.89562099	2.89843977
5.6175432	2.5975071
5.63176103	3.04758747
5.50258659	3.11869075
6.48212628	2.5508514
7.30278708	3.38015979
6.99198434	2.98706729
4.8255341	2.77961664
6.11768055	2.85475655
0.94048944	5.71556802
