-1.16903362,-1.04067791,-1.12687318,-1.14397007,-1.09327986,-1.13228846,-1.04967616,-1.03486473,-1.16339607,-1.21258536,-1.04331712,-1.06163685,-1.04470291;-1.87430523,-1.75778098,-1.89141442,-1.81532195,-1.92147681,-1.79309138,-1.92382556,-1.83152752,-1.90980335,-1.73065525,-1.77622318,-1.75509548,-1.74617662;1.41962824,1.33633216,1.14216858,1.23354047,1.06476421,0.93160436,0.80573468,0.69172886,0.62544688,0.64561276,0.40529289,0.34958466,0.26982709
-0.79311087,-0.786128,-0.87524011,-0.92852749,-0.87241915,-0.84349978,-0.86783562,-0.86875218,-0.79828519,-0.80413657,-0.93110066,-0.9397989,-0.82303699;-0.79535245,-0.84145104,-0.89375829,-1.044698,-1.07497077,-1.11439898,-1.03134961,-1.0633002,-1.28522555,-1.30063185,-1.30980306,-1.30628309,-1.41954721;-1.04967741,-0.96608179,-0.85162481,-0.93002573,-0.73774005,-0.7070603,-0.63812758,-0.46278204,-0.41319323,-0.24527488,-0.05072445,-0.03640222,0.14468957
-1.21115808,-1.15643584,-1.16867087,-1.2054561,-1.17821787,-1.21733369,-1.05249487,-1.18428394,-1.0612627,-1.07769751,-1.12385606,-1.1707216,-1.06103508;1.35122114,1.16766633,1.25934404,1.24373861,1.18264753,1.16085048,1.11350689,0.97610588,0.97563102,0.89331349,0.90981608,0.82740052,0.70927799;1.36907277,1.42820485,1.46494024,1.44533662,1.6667602,1.70919444,1.75452098,1.81606908,1.72539993,1.83723672,1.94237763,1.85782087,1.88088562
-0.50651107,-0.5627029,-0.54411841,-0.47110463,-0.62145816,-0.5668129,-0.48849433,-0.59996445,-0.49549026,-0.67464267,-0.62215203,-0.52973984,-0.519582;1.81458074,1.88871678,1.72730191,1.83428687,1.84093718,1.8112197,1.8067722,1.89835491,1.85830286,1.87771937,1.93101898,2.01885384,1.97159353;1.50624842,1.56404985,1.67033668,1.77086011,1.67369203,1.80517629,1.87792102,1.94894525,1.94835393,2.04449272,2.05905464,2.08844276,1.95468906
1.02081819,1.03913027,0.98993684,0.90176964,1.0332967,1.0131511,0.88963618,0.99989272,0.90033035,1.09317262,1.07037069,1.0618725,1.06528777;1.77755907,1.65926989,1.7143238,1.79738834,1.85979414,1.75975384,1.90738209,1.81163565,1.91528777,1.90760008,1.87529317,1.95894435,1.93402586;-1.72249088,-1.73425327,-1.79044834,-1.68082147,-1.78831234,-1.79858758,-1.85647876,-1.81697402,-1.91306745,-1.74633792,-1.73454818,-1.78991522,-1.79758336
-0.96540745,-0.9979945,-0.91129317,-0.89630397,-0.98517453,-0.80078163,-0.94008908,-0.98419686,-0.81879163,-0.90381899,-0.94335831,-0.89867228,-0.76710177;1.50829124,1.50234728,1.52715871,1.58041087,1.69721276,1.6664526,1.79349206,1.67116866,1.70016575,1.87626299,1.83863532,1.93435241,1.95576049;1.12554138,1.38572159,1.4383088,1.42193536,1.58642161,1.66008891,1.67286551,1.79590142,1.7750235,1.81879382,1.86961733,1.9698885,2.02079297
0.2544227,0.22196974,0.22245791,0.26615278,0.25899385,0.10100629,0.22906242,0.26718256,0.23785329,0.13198933,0.14452529,0.33414058,0.24105533;1.44891143,1.4531699,1.46902929,1.56598161,1.5039091,1.55326101,1.57633011,1.60062528,1.68059556,1.69228612,1.76847339,1.63006655,1.79640862;1.43798729,1.53039109,1.27258277,1.3684263,1.11591888,1.05623587,1.07869483,1.00488205,0.83236838,0.7795284,0.63935602,0.43623355,0.38012606
-0.75988494,-0.60229228,-0.73184647,-0.72958888,-0.57782754,-0.69800934,-0.68815904,-0.68469448,-0.70423083,-0.60724243,-0.60496266,-0.69830057,-0.72295382;-1.77216263,-1.90624149,-1.78806092,-1.82931496,-1.77201554,-1.76999331,-1.89013775,-1.85755563,-1.74668851,-1.77397255,-1.72699439,-1.68207532,-1.68928092;1.07032709,0.97354116,1.06530602,0.96432008,0.80206204,0.72443277,0.4756424,0.38494408,0.42368648,0.27706791,0.08867694,-0.01928612,-0.10037991
-0.60367999,-0.6872944,-0.6973246,-0.5885847,-0.72461027,-0.63990423,-0.69439294,-0.57740811,-0.62199295,-0.69798073,-0.68997121,-0.61031819,-0.64677587;0.45459184,0.41565484,0.34727673,0.32171135,0.20602249,0.19343068,0.23731389,0.03807032,0.11509838,0.01869191,-0.03697799,-0.12783398,-0.18319306;1.3929311,1.45287135,1.3112538,1.17774119,1.14914098,1.13346646,0.93701101,0.93706269,0.67233242,0.74215219,0.51967885,0.40653557,0.33743964
0.75259225,0.91333364,0.85071295,0.8071038,0.85188791,0.79381842,0.78048946,0.88906769,0.8527439,0.83484138,0.94225792,0.85375794,0.85637573;-1.32534603,-1.18980304,-1.18264099,-1.15776786,-1.22328219,-1.12021679,-1.19279728,-1.1219637,-1.10614165,-1.01382363,-0.95208236,-0.89914004,-0.85874745;1.08736118,0.97834681,0.90970898,0.66457836,0.5991686,0.65641973,0.54017031,0.34940718,0.26053269,0.0889255,0.01126302,0.00334758,-0.2602377
1.06615198,1.03515463,1.06227173,1.08502937,1.1207925,0.97356504,1.0504814,1.06799133,1.06052324,0.91245499,0.90362434,0.95656379,1.02129933;1.12226294,1.15613624,1.07074203,1.24745941,1.13176412,1.16470996,1.32114869,1.39114847,1.25685783,1.31949132,1.33918732,1.41511953,1.55607039;0.09797758,-0.04969109,-0.18662252,-0.14352404,-0.38109781,-0.48628712,-0.55586225,-0.53818161,-0.78936594,-0.87029895,-0.88178785,-0.99202579,-1.00439016
0.34638145,0.43579151,0.41821165,0.52422107,0.37103086,0.53788535,0.39502924,0.40258976,0.45928559,0.51205588,0.42412118,0.56594581,0.47249444;-0.19941625,-0.19550335,-0.22598893,-0.16571009,-0.01631323,-0.03209671,-0.02531307,0.03294349,0.060588,0.28123912,0.17895328,0.37414991,0.38726689;-1.54339377,-1.42810903,-1.34376691,-1.28230291,-1.20742479,-1.26938635,-1.1380441,-1.05536111,-0.85998216,-0.75258954,-0.7366794,-0.64783885,-0.56247422
1.35759636,1.18397828,1.19567951,1.33864616,1.31976298,1.19429281,1.26016918,1.24751979,1.20640203,1.38331094,1.26751673,1.38688399,1.39309252;0.63923178,0.68827282,0.67169827,0.8627331,0.75707558,0.89570089,0.96544315,0.93964733,0.95812265,1.06001024,1.06219613,1.14442307,1.18342722;-1.45713398,-1.66861782,-1.70270944,-1.64050884,-1.65531025,-1.84207191,-1.70530806,-1.81159563,-1.81397419,-1.85379217,-1.90746862,-1.76844349,-1.801029
0.07710045,0.1318037,0.10581271,0.09942389,-0.05463621,-0.01740702,0.08138476,-0.01241381,-0.03185382,-0.08891226,-0.05893873,0.07864153,-0.03865417;-1.3018372,-1.30506015,-1.24942695,-1.29640535,-1.1819421,-1.25456263,-1.24341071,-1.11401233,-1.13587143,-1.01352305,-0.93062862,-0.98567557,-0.95515315;0.11437521,0.24139081,0.34208394,0.41799697,0.56046029,0.65504895,0.86730879,0.81842827,0.89971026,1.14348333,1.12270514,1.24640804,1.31990761
-0.60361897,-0.50650245,-0.56758906,-0.58319351,-0.58907787,-0.48922894,-0.67172773,-0.55027636,-0.67732043,-0.54435744,-0.6924366,-0.55120672,-0.69589424;-1.75625464,-1.87316744,-1.80481572,-1.80107163,-1.90685702,-1.74856471,-1.8547415,-1.88221159,-1.78330347,-1.82908686,-1.75634537,-1.82430165,-1.88484284;-1.53005413,-1.59774661,-1.53282934,-1.62092315,-1.6903461,-1.59829999,-1.8156477,-1.79966131,-1.81070535,-1.74423785,-1.73139499,-1.79280019,-1.86149992
-0.98045508,-0.96792249,-1.02861795,-1.00535834,-0.85862634,-0.95698167,-1.01694876,-0.92155104,-0.92582093,-0.89576527,-0.90956482,-0.98488068,-0.99994166;1.11812732,1.07310931,1.1149601,1.10454735,1.30671921,1.22358748,1.26431067,1.42138176,1.45900061,1.37140974,1.40593249,1.56514994,1.44850537;-0.04345395,0.02643621,0.09093661,0.22221897,0.24057028,0.43096951,0.55576882,0.6796199,0.75070644,0.74703921,0.84172526,1.11628126,1.05606335
-0.10517527,-0.00815809,0.01393208,-0.0741192,-0.14934055,-0.17243893,-0.02509904,-0.19959524,-0.04934627,-0.18875533,-0.17962262,-0.21479386,-0.11087822;0.20898788,0.21541556,0.25679417,0.14969167,0.09605254,0.09463206,-0.10426585,-0.06119213,-0.12905998,-0.24890834,-0.25221062,-0.3258192,-0.24027594;1.11474259,0.94824765,0.80138811,0.8055162,0.70686134,0.58096832,0.38003792,0.4080026,0.24737415,0.07708815,-0.07192807,-0.06665612,-0.27764444
1.18850562,1.33002353,1.26863122,1.17434791,1.18340589,1.19195091,1.36382952,1.32624801,1.35110898,1.27603824,1.27003178,1.31859095,1.19630515;-1.6561337,-1.83528249,-1.71114787,-1.76786839,-1.74644965,-1.78762091,-1.89488954,-1.80408093,-1.87826972,-1.88440767,-1.74163781,-1.7383983,-1.74372116;-1.1760929,-1.3174293,-1.39084638,-1.43741743,-1.44042658,-1.50501687,-1.56724598,-1.69064135,-1.55896174,-1.66201505,-1.73978057,-1.77701237,-1.85274931
0.92515232,0.85329675,0.87730634,0.92164769,0.99910322,0.99581128,0.92836604,0.93129716,0.8997544,0.86762297,0.98545099,0.8811027,1.05670345;0.88804831,0.8402575,0.71799902,0.6813167,0.64035903,0.56074669,0.58506911,0.58779158,0.41320113,0.32319079,0.29401031,0.23459183,0.34427865;-1.52313448,-1.57534167,-1.68104603,-1.78292743,-1.76922521,-1.87739177,-1.81982333,-1.78958915,-1.8937925,-1.73817208,-1.74956495,-1.84631902,-1.75056266
0.90479399,0.81487891,0.87490048,0.91898461,0.86412096,0.84338355,0.90515023,0.87497533,0.93233475,0.95553373,0.84835936,0.88046967,0.8675721;2.04387029,1.96634087,2.06134636,2.03901607,1.99566594,1.93650247,1.91127601,1.82733649,1.80890098,1.93714343,1.93299199,1.85163354,1.75400944;2.06533375,1.97331725,1.97673151,2.12570222,1.98918734,1.94717372,1.97258464,1.98659288,1.92231929,2.02257794,1.83378731,1.84313327,1.89386622
-0.72204209,-0.8900272,-0.77363855,-0.8428691,-0.84428043,-0.76125907,-0.79414783,-0.69596655,-0.69402947,-0.71209599,-0.68743604,-0.7096952,-0.68865604;1.95695446,1.98439842,1.93325091,2.02625892,2.10437509,2.00840111,2.00394062,1.95667233,1.9508501,2.07132279,1.98389759,1.98662162,1.99492587;-0.56630099,-0.45093426,-0.28702682,-0.32952277,-0.13825413,-0.10839122,-0.04615943,0.12602892,0.24467659,0.37286306,0.55528354,0.54376069,0.66059587
-1.03561888,-1.06821693,-1.05457754,-1.04426514,-1.18243864,-1.1127539,-1.16523701,-1.04234417,-1.17769857,-1.09033299,-1.06029685,-1.13647255,-1.03194389;1.58732513,1.5767521,1.41462406,1.56264372,1.46278416,1.45522018,1.40220615,1.2668851,1.36083715,1.16753565,1.18671868,1.13939957,1.07383366;-0.92233996,-1.04786741,-1.2170721,-1.23092213,-1.31743191,-1.34610057,-1.4599913,-1.5807474,-1.6338663,-1.56222238,-1.75702624,-1.68538221,-1.77944541
0.71074405,0.68459028,0.8175624,0.70617336,0.6966273,0.82743308,0.74190969,0.80244584,0.8426565,0.89570483,0.75491663,0.7346482,0.90302429;0.76474215,0.9101817,0.91933072,1.02933145,0.94980998,1.0279573,1.07789067,1.04256444,1.15243571,1.20570939,1.13385131,1.17359796,1.27482492;-0.36118668,-0.33127717,-0.14947371,-0.12595429,0.13021076,0.23867225,0.29117961,0.45587403,0.47966575,0.67260695,0.59871046,0.81234372,0.94650208
1.00653794,1.08534325,1.06668245,1.07882259,0.98108524,0.9817543,1.05122512,1.11030114,0.97722802,1.03602957,1.04050948,0.99334882,0.93583302;0.86441164,0.74730338,0.61377548,0.66289643,0.5533439,0.43634966,0.52059689,0.50152723,0.29307219,0.29697189,0.24678195,0.18454353,0.23822504;0.37283325,0.14845851,0.14879168,-0.03979994,-0.20895066,-0.30596553,-0.38791032,-0.47138661,-0.61978417,-0.59208285,-0.66914098,-0.87504813,-0.85281634
0.00494408,0.00725794,-0.01847199,-0.03871248,0.01375924,0.02202063,0.04168064,0.02197437,0.06163649,-0.1130264,-0.06816124,-0.14116141,-0.06603201;0.535208,0.57284274,0.46911041,0.38173738,0.41692863,0.27806405,0.17127887,0.15286559,0.20265022,0.1549054,0.12386581,0.03640427,-0.06556087;-1.72641745,-1.69062237,-1.70149235,-1.77007405,-1.88500178,-1.84360639,-1.82882406,-1.75328301,-1.88768505,-1.84836093,-1.89574725,-1.81419894,-1.67958363
1.25564343,1.27652351,1.16058434,1.16354497,1.26146379,1.19188852,1.26352445,1.1692224,1.14590366,1.18349066,1.33079782,1.25181702,1.32024145;1.96456149,1.93113701,2.00883659,2.07659664,2.04925425,1.93268989,1.99882183,1.99555829,1.98704089,2.03520027,1.91671747,1.92594648,1.89171009;1.04275369,1.08584247,1.20030422,1.35309766,1.34031567,1.38233814,1.56266722,1.57294006,1.74777602,1.73383406,1.72646051,1.76461611,1.83676677
1.32365449,1.24175568,1.15783983,1.340861,1.18967541,1.21385784,1.18784299,1.27744263,1.23751585,1.23440997,1.25749881,1.24227805,1.17520073;2.10161504,2.04482394,1.92208728,1.98335415,2.03819951,1.93841127,2.01462487,1.86029314,1.99717847,1.99051674,1.92805381,1.85034938,1.84324943;-0.94531438,-0.84713675,-0.67609845,-0.65271685,-0.55463318,-0.30928254,-0.35535739,-0.12603738,-0.02897724,0.114791,0.04571286,0.17528918,0.33585588
1.3640295,1.33182672,1.31799539,1.31991332,1.29590946,1.30498042,1.35160985,1.25697818,1.29346057,1.38176022,1.34586684,1.395929,1.25091724;1.98029299,1.9219971,1.90009405,1.98641571,1.9644178,2.10358412,2.10855556,2.02756049,2.02083758,2.06439907,1.93215201,2.11749802,2.00115677;0.06607884,-0.02689073,-0.0602874,-0.22324883,-0.26478185,-0.46192181,-0.55070544,-0.69981533,-0.679623,-0.73638161,-0.90316216,-1.06078156,-1.01970587
-1.12572715,-1.21672095,-1.21094509,-1.19837215,-1.22044153,-1.07585837,-1.03924453,-1.17829185,-1.18834689,-1.11885048,-1.15326784,-1.11558954,-1.11368191;-1.20887694,-1.1955908,-1.34136742,-1.39269363,-1.44453086,-1.47395673,-1.36783779,-1.53640662,-1.53873498,-1.52100566,-1.47835526,-1.58167362,-1.50606114;-0.27715685,-0.33204366,-0.36624789,-0.59016109,-0.6308596,-0.76763194,-0.83701327,-0.87817273,-0.95848789,-1.15808859,-1.09668758,-1.28669207,-1.35254816
0.99135578,1.14498693,1.11443475,1.13767248,1.00118855,1.05261671,1.0040897,0.99805191,1.03565505,1.13158398,1.09196414,1.05574771,1.18784973;-1.04943717,-1.10586262,-1.08366949,-1.14979874,-1.17838149,-1.1677943,-1.25823814,-1.21698352,-1.39491223,-1.42100932,-1.42920755,-1.34544788,-1.53459898;-0.02088281,-0.10868208,-0.27359732,-0.36086766,-0.41030842,-0.66858375,-0.70783887,-0.70810626,-0.91644715,-0.88638063,-1.05589565,-1.15109995,-1.25452707
0.07680241,0.01611176,0.00331376,0.06293885,0.04490751,-0.04487483,0.06480751,-0.11252993,-0.06258564,-0.12811067,-0.14606642,0.03497825,-0.12964822;-1.69164839,-1.64893756,-1.59477946,-1.5485823,-1.51805127,-1.56675077,-1.41905098,-1.4006195,-1.32147664,-1.46285749,-1.4010936,-1.34365296,-1.24034343;-1.51438915,-1.72955027,-1.62326132,-1.65652021,-1.76953783,-1.82871953,-1.75819024,-1.84407116,-1.85658459,-1.77289486,-1.82110553,-1.79991512,-1.79567838
-0.10731535,-0.11187299,-0.01619513,-0.00484826,-0.00962795,-0.06163486,-0.19388203,-0.08654095,-0.07313778,-0.12851674,-0.16573766,-0.20621327,-0.08513481;1.79244319,1.74535319,1.62022768,1.70038198,1.70168887,1.60794781,1.50725239,1.53845068,1.50080731,1.5788729,1.40407926,1.38897948,1.4369819;2.05028981,2.08689947,2.07396892,1.89983264,1.87135944,1.91791361,1.95874916,1.89056371,1.7764446,1.81768711,1.60948668,1.56129825,1.49159506
0.59819487,0.62952929,0.68862004,0.71191603,0.59559558,0.75358822,0.76714909,0.70728549,0.64183029,0.68995888,0.62342012,0.68697732,0.72460817;0.24694014,0.15957235,0.04297643,-0.02511256,0.05269851,-0.12562483,-0.04209823,-0.16581612,-0.22645616,-0.25588335,-0.23560523,-0.32600679,-0.36163789;2.02191669,2.00742157,2.10411532,2.0237883,2.01729043,2.09102359,2.08519868,2.07900833,1.96365582,2.03760931,1.86058221,2.01034676,1.83444378
-1.14234968,-1.0686754,-1.0314726,-1.09415263,-1.0728662,-1.11448036,-1.07451422,-1.12950418,-1.08309193,-1.14719326,-1.20296576,-1.20752834,-1.16351006;-0.48818657,-0.63363027,-0.58781219,-0.49293537,-0.49351288,-0.43375053,-0.29691114,-0.33737051,-0.2223828,-0.15391463,-0.1732733,0.0254424,-0.05882249;1.97310977,1.88954553,1.96326712,1.97656361,1.94635811,1.94645294,1.9756691,1.96496883,1.95227073,1.91013692,1.91568219,1.84209479,1.87447985
-1.19321989,-1.13357599,-1.21369509,-1.14678591,-1.15289094,-1.21391742,-1.07191226,-1.08925437,-1.24063264,-1.17245587,-1.22251221,-1.05040523,-1.09930979;1.98477642,1.96218056,2.08218636,1.93455974,1.93835668,2.04590813,1.94121742,1.95292241,1.96689668,1.96040058,2.00480144,2.03827357,2.03820059;-1.56466502,-1.65629845,-1.57229423,-1.7093606,-1.82348228,-1.70403339,-1.86168643,-1.87441408,-1.80975323,-1.79635303,-1.8281962,-1.87103059,-1.8456369
-1.12225543,-1.15020589,-1.11306671,-1.11700571,-1.11897592,-1.01205392,-1.20187783,-1.11342549,-1.17890859,-1.20230988,-1.20306926,-1.10158015,-1.06467337;-1.52196892,-1.56254108,-1.50859414,-1.51977762,-1.429867,-1.35248591,-1.24949435,-1.24867278,-1.35787058,-1.14188437,-1.1313808,-1.25084478,-1.02807319;-0.4655008,-0.47899848,-0.19388971,-0.1498247,-0.13652099,0.07531074,0.12271372,0.19159776,0.4032317,0.3551676,0.48405596,0.74023511,0.66271476
-0.00460877,-0.03853789,-0.1638682,-0.13476783,-0.07078789,-0.13396868,-0.20665786,-0.15364919,-0.16376229,-0.22424177,-0.13646694,-0.04653259,-0.24338878;1.99647558,1.87064672,1.82171099,1.77616849,1.75703797,1.76921871,1.74742149,1.87833177,1.81940177,1.79897085,1.70200884,1.59969298,1.72295042;1.03288656,0.85673382,0.75389923,0.70859574,0.44259735,0.47110575,0.35918525,0.29892964,0.10096287,-0.0532542,-0.1558671,-0.12585115,-0.20535339
1.29227656,1.3884332,1.43849616,1.40221933,1.28020229,1.25064658,1.25298171,1.27488671,1.24953403,1.24307107,1.34620301,1.41246953,1.42405576;0.96634677,0.97549431,0.99000325,0.86430677,0.80558975,0.70190621,0.82575842,0.67488103,0.71307467,0.60785905,0.47004989,0.44960283,0.5019509;0.73807773,0.66648781,0.41731561,0.34543498,0.34013148,0.25983857,0.06987613,-0.0553092,-0.15893257,-0.21787137,-0.43846866,-0.5293611,-0.51378159
-0.15639996,-0.17701703,-0.07256681,-0.02103215,-0.13581852,-0.09624867,-0.15035413,-0.14324424,-0.15440376,0.03257242,0.02228103,0.04907737,-0.07708092;1.77232987,1.7210197,1.85837876,1.8388595,1.84071375,1.92167503,1.99260353,1.8454953,1.96062659,1.94402937,1.9655514,1.9711129,2.07318097;-1.41866703,-1.29997699,-1.349877,-1.29447568,-1.0797925,-1.04494146,-0.91858541,-0.77351645,-0.68167252,-0.76030517,-0.54452003,-0.42178047,-0.29007139
0.87289811,0.87648549,0.84102473,0.86547885,0.77619699,0.85648348,0.80811877,0.77717072,0.851295,0.84405558,0.73072833,0.82952577,0.82585294;2.10124476,2.04527742,2.08986477,2.03999298,2.04974218,2.07500139,2.08514267,2.10322979,2.00008618,1.95453758,1.98801883,2.00659106,2.05445409;-1.71062394,-1.77306367,-1.68546101,-1.59567316,-1.65337528,-1.68698933,-1.57259013,-1.5415592,-1.38914166,-1.35459772,-1.32989701,-1.2260039,-1.03275875
1.19186582,1.23252443,1.27718462,1.23040882,1.26202689,1.34157446,1.31528413,1.29097978,1.32402243,1.21359057,1.25038625,1.22319036,1.2345306;0.39847828,0.41963564,0.32912071,0.21874607,0.31980696,0.20820426,0.20308552,0.06116007,0.00236463,0.08447448,-0.12525459,-0.17307672,-0.14931093;1.82460635,1.85189865,1.87017384,1.87794686,1.74227829,1.74944056,1.54357,1.5006539,1.48513432,1.35967833,1.26300346,1.14146119,1.06541999
1.28808163,1.2301988,1.1553303,1.20408304,1.17446045,1.22920605,1.25919158,1.11626413,1.15360244,1.25397772,1.2615089,1.12422112,1.1734889;1.97353627,1.97682815,2.08922503,1.93215881,2.0137908,1.97831521,1.89934247,2.02205776,1.88953411,1.86831142,1.87827637,1.90272764,1.93137293;1.85387851,1.761914,1.78322844,1.78063328,1.58584443,1.69698883,1.62967246,1.39018888,1.35562654,1.2831155,1.26779382,1.08817242,0.9705391
